"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible"
"89","4","5669","","2141","0","","410",""
"20","9","567","","32804","1","","686",""
"89","1","5670","","2141","0","","410",""
"89","2","5671","","2141","0","","410",""
"99","2","5672","","73205","1","","373",""
"99","1","5673","","73205","1","","373",""
"99","8","5674","","73205","1","","373",""
"99","7","5675","","73205","1","","373",""
"99","6","5676","","73205","1","","373",""
"99","5","5677","","73205","1","","373",""
"89","10","5678","","2079","0","","379",""
"89","5","5679","","2037","0","","379",""
"20","10","568","","32804","1","","686",""
"89","4","5680","","2015","0","","379",""
"89","10","5681","","2025","0","","379",""
"89","4","5682","","2007","0","","379",""
"89","5","5683","","2007","0","","379",""
"89","4","5684","","2079","0","","379",""
"89","9","5685","","2007","0","","379",""
"89","10","5686","","2007","0","","379",""
"89","5","5687","","2015","0","","379",""
